chemical formula,"lattice constant, a0","lattice mismatch, delta","valence electron concentration, vec","average displacement, <u>","displacement l21 norm, l21_norm_u",<u>/l21_norm_u,"local lattice displacement, lld","total occupied states, g_occ","total bonding states, g_bond",g_occ/g_bond,"Hartigan's dip, dip",epsilon_p
Mo18Nb18Ta18Ti18V18,3.1995835518736238,3.5697373671738317,5.0,0.08790486102686985,7.911437492418287,0.011111111111111112,0.03333333333333333,3.373665310698882,4.038770336498882,0.8353199190879064,0.019410278277825276,18.803826523015232
Mo18Nb18Ta18Ti18V18,3.200439599256027,3.5697373671738317,5.0,0.08461916810008113,7.615725129007302,0.011111111111111112,0.03333333333333333,3.3624179926006934,4.074433480780694,0.8252479782677485,0.01330366007397014,23.21990648713654
Mo18Nb18Ta18Ti18V18,3.1993712814077915,3.5697373671738317,5.0,0.08976445974983781,8.078801377485403,0.01111111111111111,0.033333333333333326,3.4404404148790753,4.106101846839076,0.8378848219577324,0.01336951254899999,17.80733274774866
Nb18Ti18Zr18,3.387463598029538,4.223206726205081,4.333333333333333,0.1769677188673216,9.556256818835367,0.018518518518518517,0.04320987654320987,2.3795236728730194,3.3806926742063528,0.7038568430156501,0.013641547905795757,168.82986775579957
Nb18Ti18Zr18,3.3858502544424525,4.223206726205081,4.333333333333333,0.18129073046650282,9.789699445191152,0.018518518518518517,0.043209876543209874,2.392047420836432,3.388178009336433,0.7059981542424654,0.02132495392903759,164.33047231683486
Nb18Ti18Zr18,3.386058974856324,4.223206726205081,4.333333333333333,0.17297287509310608,9.340535255027728,0.018518518518518517,0.043209876543209874,2.3845936173542412,3.386386216020908,0.7041706011183215,0.021551497490390533,168.1653011528997
Nb18Ti18Zr18,3.3885343427093493,4.223206726205081,4.333333333333333,0.19460796460616853,10.5088300887331,0.018518518518518517,0.04320987654320987,2.3633789527211344,3.3502969870544685,0.7054237167192101,0.023382942415781625,165.52921561887524
Nb18Ti18Zr18,3.3857213277664453,4.223206726205081,4.333333333333333,0.1779791099868378,9.610871939289241,0.018518518518518517,0.04320987654320987,2.412000966988189,3.4062557471548556,0.708109180880755,0.021333726319131312,159.9770035255151
Re6W48,3.1635238812633304,0.4529106684941834,6.111111111111111,0.007455290349729366,0.40258567888538577,0.018518518518518517,0.07613168724279834,4.224658024682504,3.9508182823491707,1.069312158333566,0.027538416820690755,
Re6W48,3.163504411382457,0.4529106684941834,6.111111111111111,0.00828963014622179,0.4476400278959767,0.01851851851851852,0.07613168724279835,4.2229480837510485,3.9449163567510475,1.0704784846766642,0.026103312810040857,
Re6W48,3.1635352148475744,0.4529106684941834,6.111111111111111,0.009059605230834778,0.489218682465078,0.01851851851851852,0.07613168724279835,4.221951716683118,3.9465845240164503,1.0697735449452443,0.026170683266927498,
Re6W48,3.1635828830368857,0.4529106684941834,6.111111111111111,0.008868097737967888,0.478877277850266,0.018518518518518517,0.07613168724279834,4.224916824343581,3.9505868288435813,1.0694403154227854,0.027108770614891677,
Re6W48,3.163503624481546,0.4529106684941834,6.111111111111111,0.007511334644241874,0.4056120707890612,0.018518518518518517,0.07613168724279835,4.22956807077275,3.9526107571060836,1.0700694631184584,0.025934303743585116,
Mo18Nb18Ta18Ti18Zr18,3.314227450324446,4.626929831697528,4.8,0.12561930163459809,11.305737147113827,0.011111111111111112,0.03111111111111111,2.965263653082354,3.7792836366023534,0.7846099785588418,0.018170002053498176,50.686879456456154
Mo18Nb18Ta18Ti18Zr18,3.3126457474254596,4.626929831697528,4.8,0.12785526211190212,11.50697359007119,0.011111111111111112,0.03111111111111111,3.0147152200677914,3.502010244067791,0.860852770255184,0.0201113870892444,10.91551605568202
Mo18Nb18Ta18Ti18Zr18,3.3147960023642886,4.626929831697528,4.8,0.1295996008494522,11.663964076450698,0.011111111111111112,0.03111111111111111,2.971586833722032,3.530734208722031,0.8416342488713175,0.02359924101282724,16.43888781556052
Mo18Nb18Ta18Ti18Zr18,3.3153071442908857,4.626929831697528,4.8,0.13212936992534927,11.891643293281433,0.011111111111111112,0.03111111111111111,3.0204503404634093,4.92544390546341,0.6132341365441316,0.02231906066171116,447.2448201209463
Mo18Nb18Ta18Ti18Zr18,3.313949306991338,4.626929831697528,4.8,0.13987449259959425,12.588704333963483,0.011111111111111112,0.03111111111111111,3.0188353122777367,3.765326553137737,0.8017459494348688,0.020117817092388735,37.0337481979459
